id,firstname,surname,birth_date,death_date,born_country,born_country_code,born_city,died_country,died_country_code,died_city,gender,award_year,category,overall_motivation,share,motivation,name,city,country,birth_year,age_at_award,decade,motivation_clean
907,Hiroshi,Amano,1960-09-11,,Japan,JP,Hamamatsu,,,,Male,2014,Physics,,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Nagoya University,Nagoya,Japan,1960,54,2010,for the invention of efficient blue light emitting diodes which has enabled bright and energy saving white light sources
908,Shuji,Nakamura,1954-05-22,,Japan,JP,Ikata,,,,Male,2014,Physics,,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",University of California,Santa Barbara CA,USA,1954,60,2010,for the invention of efficient blue light emitting diodes which has enabled bright and energy saving white light sources
909,Eric,Betzig,1960-01-13,,USA,US,Ann Arbor MI,,,,Male,2014,Chemistry,,3,"""for the development of super-resolved fluorescence microscopy""",Janelia Research Campus Howard Hughes Medical Institute,Ashburn VA,USA,1960,54,2010,for the development of super resolved fluorescence microscopy
910,Stefan W.,Hell,1962-12-23,,Romania,RO,Arad,,,,Male,2014,Chemistry,,3,"""for the development of super-resolved fluorescence microscopy""",Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,1962,52,2010,for the development of super resolved fluorescence microscopy
911,William E.,Moerner,1953-06-24,,USA,US,Pleasanton CA,,,,Male,2014,Chemistry,,3,"""for the development of super-resolved fluorescence microscopy""",Stanford University,Stanford CA,USA,1953,61,2010,for the development of super resolved fluorescence microscopy
912,Patrick,Modiano,1945-07-30,,France,FR,Paris,,,,Male,2014,Literature,,1,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation""",,,,1945,69,2010,for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life world of the occupation
913,Kailash,Satyarthi,1954-01-11,,India,IN,Vidisha,,,,Male,2014,Peace,,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",,,,1954,60,2010,for their struggle against the suppression of children and young people and for the right of all children to education
914,Malala,Yousafzai,1997-07-12,,Pakistan,PK,Mingora,,,,Female,2014,Peace,,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",,,,1997,17,2010,for their struggle against the suppression of children and young people and for the right of all children to education
915,Jean,Tirole,1953-08-09,,France,FR,Troyes,,,,Male,2014,Economics,,1,"""for his analysis of market power and regulation""",Toulouse School of Economics (TSE),Toulouse,France,1953,61,2010,for his analysis of market power and regulation
916,William C.,Campbell,1930-06-28,,Ireland,IE,Ramelton,,,,Male,2015,Medicine,,4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Drew University,Madison NJ,USA,1930,85,2010,for their discoveries concerning a novel therapy against infections caused by roundworm parasites
917,Satoshi,Ōmura,1935-07-12,,Japan,JP,Yamanashi Prefecture,,,,Male,2015,Medicine,,4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Kitasato University,Tokyo,Japan,1935,80,2010,for their discoveries concerning a novel therapy against infections caused by roundworm parasites
918,Youyou,Tu,1930-12-30,,China,CN,Zhejiang Ningbo,,,,Female,2015,Medicine,,2,"""for her discoveries concerning a novel therapy against Malaria""",China Academy of Traditional Chinese Medicine,Beijing,China,1930,85,2010,for her discoveries concerning a novel therapy against malaria
919,Takaaki,Kajita,1959-03-09,,Japan,JP,Higashimatsuyama,,,,Male,2015,Physics,,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",University of Tokyo,Kashiwa,Japan,1959,56,2010,for the discovery of neutrino oscillations which shows that neutrinos have mass
920,Arthur B.,McDonald,1943-08-29,,Canada,CA,Sydney Nova Scotia,,,,Male,2015,Physics,,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",Queen's University,Kingston,Canada,1943,72,2010,for the discovery of neutrino oscillations which shows that neutrinos have mass
921,Tomas,Lindahl,1938-01-28,,Sweden,SE,Stockholm,,,,Male,2015,Chemistry,,3,"""for mechanistic studies of DNA repair""",Francis Crick Institute,Hertfordshire,United Kingdom,1938,77,2010,for mechanistic studies of dna repair
922,Paul,Modrich,1946-06-13,,USA,US,Raton NM,,,,Male,2015,Chemistry,,3,"""for mechanistic studies of DNA repair""",Howard Hughes Medical Institute,Durham NC,USA,1946,69,2010,for mechanistic studies of dna repair
923,Aziz,Sancar,1946-09-08,,Turkey,TR,Savur,,,,Male,2015,Chemistry,,3,"""for mechanistic studies of DNA repair""",University of North Carolina,Chapel Hill NC,USA,1946,69,2010,for mechanistic studies of dna repair
924,Svetlana,Alexievich,1948-05-31,,Ukraine,UA,Ivano-Frankivsk,,,,Female,2015,Literature,,1,"""for her polyphonic writings a monument to suffering and courage in our time""",,,,1948,67,2010,for her polyphonic writings a monument to suffering and courage in our time
926,Angus,Deaton,1945-10-19,,Scotland,GB,Edinburgh,,,,Male,2015,Economics,,1,"""for his analysis of consumption poverty and welfare""",Princeton University,Princeton NJ,USA,1945,70,2010,for his analysis of consumption poverty and welfare
927,Yoshinori,Ohsumi,1945-02-09,,Japan,JP,Fukuoka,,,,Male,2016,Medicine,,1,"""for his discoveries of mechanisms for autophagy""",Tokyo Institute of Technology,Tokyo,Japan,1945,71,2010,for his discoveries of mechanisms for autophagy
928,David J.,Thouless,1934-09-21,2019-04-06,United Kingdom,GB,Bearsden,United Kingdom,GB,Cambridge,Male,2016,Physics,,2,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",University of Washington,Seattle WA,USA,1934,82,2010,for theoretical discoveries of topological phase transitions and topological phases of matter
929,F. Duncan M.,Haldane,1951-09-14,,United Kingdom,GB,London,,,,Male,2016,Physics,,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",Princeton University,Princeton NJ,USA,1951,65,2010,for theoretical discoveries of topological phase transitions and topological phases of matter
930,J. Michael,Kosterlitz,1943-06-22,,United Kingdom,GB,Aberdeen,,,,Male,2016,Physics,,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",Brown University,Providence RI,USA,1943,73,2010,for theoretical discoveries of topological phase transitions and topological phases of matter
931,Jean-Pierre,Sauvage,1944-10-21,,France,FR,Paris,,,,Male,2016,Chemistry,,3,"""for the design and synthesis of molecular machines""",University of Strasbourg,Strasbourg,France,1944,72,2010,for the design and synthesis of molecular machines
932,Sir J. Fraser,Stoddart,1942-05-24,,United Kingdom,GB,Edinburgh,,,,Male,2016,Chemistry,,3,"""for the design and synthesis of molecular machines""",Northwestern University,Evanston IL,USA,1942,74,2010,for the design and synthesis of molecular machines
933,Bernard L.,Feringa,1951-05-18,,the Netherlands,NL,Barger-Compascuum,,,,Male,2016,Chemistry,,3,"""for the design and synthesis of molecular machines""",University of Groningen,Groningen,the Netherlands,1951,65,2010,for the design and synthesis of molecular machines
934,Juan Manuel,Santos,1951-08-10,,Colombia,CO,Bogotá,,,,Male,2016,Peace,,1,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",,,,1951,65,2010,for his resolute efforts to bring the country s more than 50 year long civil war to an end
935,Oliver,Hart,1948-10-09,,United Kingdom,GB,London,,,,Male,2016,Economics,,2,"""for their contributions to contract theory""",Harvard University,Cambridge MA,USA,1948,68,2010,for their contributions to contract theory
936,Bengt,Holmström,1949-04-18,,Finland,FI,Helsinki,,,,Male,2016,Economics,,2,"""for their contributions to contract theory""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1949,67,2010,for their contributions to contract theory
937,Bob,Dylan,1941-05-24,,USA,US,Duluth MN,,,,Male,2016,Literature,,1,"""for having created new poetic expressions within the great American song tradition""",,,,1941,75,2010,for having created new poetic expressions within the great american song tradition
938,Jeffrey C.,Hall,1945-05-03,,USA,US,New York NY,,,,Male,2017,Medicine,,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",University of Maine,Maine ME,USA,1945,72,2010,for their discoveries of molecular mechanisms controlling the circadian rhythm
939,Michael,Rosbash,1944-03-07,,USA,US,Kansas City MO,,,,Male,2017,Medicine,,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",Brandeis University,Waltham MA,USA,1944,73,2010,for their discoveries of molecular mechanisms controlling the circadian rhythm
940,Michael W.,Young,1949-03-28,,USA,US,Miami FL,,,,Male,2017,Medicine,,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",Rockefeller University,New York NY,USA,1949,68,2010,for their discoveries of molecular mechanisms controlling the circadian rhythm
941,Rainer,Weiss,1932-09-29,,Germany,DE,Berlin,,,,Male,2017,Physics,,2,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",LIGO/VIRGO Collaboration,,,1932,85,2010,for decisive contributions to the ligo detector and the observation of gravitational waves
942,Barry C.,Barish,1936-01-27,,USA,US,Omaha NE,,,,Male,2017,Physics,,4,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",LIGO/VIRGO Collaboration,,,1936,81,2010,for decisive contributions to the ligo detector and the observation of gravitational waves
943,Kip S.,Thorne,1940-06-01,,USA,US,Logan UT,,,,Male,2017,Physics,,4,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",LIGO/VIRGO Collaboration,,,1940,77,2010,for decisive contributions to the ligo detector and the observation of gravitational waves
944,Jacques,Dubochet,1942-06-08,,Switzerland,CH,Aigle,,,,Male,2017,Chemistry,,3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",University of Lausanne,Lausanne,Switzerland,1942,75,2010,for developing cryo electron microscopy for the high resolution structure determination of biomolecules in solution
945,Joachim,Frank,1940-09-12,,Germany,DE,Siegen,,,,Male,2017,Chemistry,,3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",Columbia University,New York NY,USA,1940,77,2010,for developing cryo electron microscopy for the high resolution structure determination of biomolecules in solution
946,Richard,Henderson,1945-07-19,,Scotland,GB,Edinburgh,,,,Male,2017,Chemistry,,3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1945,72,2010,for developing cryo electron microscopy for the high resolution structure determination of biomolecules in solution
947,Kazuo,Ishiguro,1954-11-08,,Japan,JP,Nagasaki,,,,Male,2017,Literature,,1,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world""",,,,1954,63,2010,who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world
949,Richard H.,Thaler,1945-09-12,,USA,US,East Orange NJ,,,,Male,2017,Economics,,1,"""for his contributions to behavioural economics""",University of Chicago,Chicago IL,USA,1945,72,2010,for his contributions to behavioural economics
958,James P.,Allison,1948-08-07,,USA,US,Alice TX,,,,Male,2018,Medicine,,2,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",Parker Institute for Cancer Immunotherapy,San Francisco CA,USA,1948,70,2010,for their discovery of cancer therapy by inhibition of negative immune regulation
